total intl minutes,total eve minutes,total day minutes,total intl calls,total eve calls,total day calls,state,number vmail messages,international plan,voice mail plan,customer service calls,account length,churn
10.8,275.0,62.3,3,82,92,WI,0,yes,no,1,44,False
8.0,143.8,224.9,2,87,102,MD,0,no,no,0,125,False
11.9,236.8,196.1,1,66,87,OR,0,no,no,0,69,False
6.4,146.6,187.5,6,103,124,MS,27,no,yes,4,61,True
17.9,171.9,149.4,3,98,68,MI,0,yes,no,3,81,True
17.5,237.1,135.4,4,122,102,MI,0,no,no,0,82,False
10.6,90.2,254.7,8,79,80,MD,0,no,no,0,73,False
10.0,152.5,250.8,5,105,146,MN,0,yes,no,2,155,False
12.3,244.8,223.8,5,74,67,WY,0,no,no,3,41,False
5.3,209.4,212.1,5,104,131,MS,0,no,no,1,120,True
10.1,216.5,350.8,9,94,75,CO,0,no,no,1,154,True
8.6,214.2,161.5,5,81,123,RI,0,no,no,1,17,False
7.8,170.7,143.7,5,99,116,WV,0,no,no,1,82,False
14.7,248.4,134.9,2,130,98,CT,0,no,no,3,37,False
5.5,139.5,192.0,4,88,89,IL,0,no,no,2,65,False
10.0,264.3,39.5,6,106,78,SC,0,no,no,0,145,False
12.9,184.0,143.8,4,131,71,OR,0,no,no,3,133,False
13.8,182.9,203.4,2,88,125,OK,0,no,no,1,84,False
1.1,185.4,129.4,2,101,97,WV,0,no,no,2,145,False
6.7,147.9,224.4,2,97,121,DC,0,no,no,2,76,False
6.5,114.7,177.1,6,122,131,WI,0,no,no,3,162,False
11.2,247.8,194.4,7,84,83,RI,0,yes,no,2,107,False
7.9,174.8,131.5,2,128,99,WV,0,no,no,5,88,True
10.2,149.7,214.8,5,58,94,IN,0,no,no,0,51,False
11.8,278.0,154.0,4,137,114,NM,23,no,yes,2,119,False
10.0,209.6,238.0,5,84,88,MA,21,no,yes,2,101,False
12.8,193.4,172.8,5,90,81,AZ,0,no,no,2,88,False
8.8,166.9,126.9,3,102,97,WI,28,yes,yes,5,149,True
6.0,234.1,242.8,3,80,90,AL,0,no,no,5,141,False
11.1,190.4,271.4,6,102,119,MA,0,no,no,4,98,True
9.1,176.6,213.0,1,71,63,GA,0,no,no,1,89,True
9.3,216.7,159.7,3,131,79,TX,0,no,no,2,28,False
3.4,263.0,141.5,4,94,102,TX,0,no,no,2,152,False
7.1,240.7,145.0,4,112,76,NC,0,no,no,3,30,False
11.8,168.7,228.7,4,99,102,MS,0,no,no,1,126,False
6.9,298.5,205.5,4,119,86,VA,35,no,yes,1,136,False
7.5,152.8,201.3,4,66,95,MT,0,no,no,1,66,False
12.8,140.7,153.9,5,117,102,NM,41,no,yes,1,84,False
10.1,235.9,198.4,3,144,113,CT,0,no,no,0,95,False
11.4,195.2,234.5,4,116,130,GA,30,yes,yes,2,57,False
10.8,211.6,138.9,3,102,111,OH,0,no,no,1,72,False
9.3,276.1,156.0,5,81,88,WI,0,no,no,1,165,False
9.9,196.7,218.5,4,74,61,WI,34,no,yes,2,105,False
9.0,202.2,281.4,6,76,102,MI,29,no,yes,2,36,False
10.2,211.3,134.4,2,98,106,MN,0,no,no,5,139,True
11.3,219.6,264.4,3,123,102,AL,20,no,yes,2,149,False
13.2,295.7,197.4,2,113,73,SD,25,no,yes,0,78,False
13.1,243.3,115.8,5,111,108,UT,0,no,no,1,112,False
9.7,165.4,221.0,4,97,115,NC,0,yes,no,1,55,False
11.2,173.3,129.9,3,83,112,AL,0,yes,no,3,91,False
9.4,260.6,130.7,2,122,113,ME,0,yes,no,2,92,True
0.0,211.0,70.7,0,113,125,NY,0,no,no,2,86,False
9.9,156.0,197.2,6,92,127,IN,0,yes,no,4,99,False
11.4,246.0,139.1,9,112,72,IA,0,no,no,5,130,False
10.0,185.9,153.1,1,59,115,TN,31,no,yes,6,17,True
3.3,181.8,261.7,5,107,105,FL,0,no,no,0,127,False
11.5,244.5,135.9,3,102,117,SC,28,no,yes,4,77,True
5.0,235.3,287.4,3,126,116,IN,0,no,no,4,72,True
13.4,71.0,156.6,10,95,134,VT,34,no,yes,1,131,False
7.4,202.4,160.3,3,101,87,OH,23,no,yes,0,95,False
12.3,168.6,168.6,4,94,121,DC,0,no,no,1,121,False
13.1,216.9,198.4,4,121,147,KY,0,no,no,0,72,False
11.3,192.0,224.7,11,79,116,VA,0,no,no,3,75,False
11.3,138.7,217.2,4,52,94,HI,24,no,yes,0,119,False
9.2,123.3,153.8,6,111,106,NC,39,yes,yes,1,118,False
8.8,184.5,229.3,3,111,93,ME,0,no,no,2,116,False
7.6,213.4,155.5,11,89,101,NV,0,no,no,1,143,False
10.8,185.8,171.2,3,102,138,IL,36,yes,yes,1,87,False
10.5,190.0,175.4,3,65,88,NM,35,no,yes,2,178,False
10.4,201.4,183.3,15,87,115,NM,33,no,yes,3,96,False
11.2,234.7,169.6,4,112,96,VT,0,no,no,0,57,False
12.7,180.8,35.1,2,89,62,PA,0,no,no,1,122,False
7.6,227.2,249.6,3,138,87,KS,28,no,yes,3,131,False
12.6,206.9,191.9,2,127,107,OR,0,no,no,1,132,False
7.0,296.5,196.1,2,82,107,TN,0,no,no,1,1,False
13.1,217.4,115.4,4,78,90,MD,31,no,yes,1,71,False
12.3,276.5,116.9,2,88,127,IN,39,no,yes,0,141,False
16.1,113.3,233.2,4,102,88,KS,28,no,yes,0,94,False
12.5,202.6,165.0,7,113,129,OH,0,no,no,1,98,True
11.0,235.5,137.8,6,128,95,AZ,33,no,yes,2,82,False
9.2,211.1,149.7,4,75,122,NE,39,yes,yes,1,37,False
12.6,216.9,153.6,3,88,93,SC,23,no,yes,2,159,False
14.1,216.5,165.9,8,93,126,FL,32,no,yes,4,106,False
9.4,209.7,214.8,5,104,112,TX,0,no,no,3,112,False
11.7,168.3,154.4,4,121,165,MI,0,no,no,5,91,True
12.1,256.9,157.0,2,97,113,AR,0,no,no,2,129,False
12.1,154.5,182.6,5,111,83,NY,0,no,no,0,99,False
10.6,248.6,187.8,5,86,94,WY,0,no,no,0,28,False
9.3,264.4,206.9,11,126,126,NM,28,no,yes,2,141,False
6.7,163.9,167.3,5,79,100,CO,0,no,no,2,107,False
7.9,164.8,207.7,3,94,109,NC,0,no,no,0,165,False
11.8,256.1,82.3,2,91,105,MS,31,no,yes,6,73,True
7.5,216.9,245.0,8,66,95,AK,34,no,yes,0,121,False
8.5,199.7,176.1,6,130,103,SD,0,no,no,2,93,False
11.7,241.1,206.3,6,109,66,OH,0,no,no,0,160,False
11.1,256.1,54.7,4,105,131,NC,0,no,no,1,129,False
10.6,241.9,153.5,3,108,78,CO,37,no,yes,1,103,False
9.0,224.6,212.4,4,118,105,MN,0,no,no,1,92,False
15.4,245.1,270.4,7,110,99,OH,39,no,yes,1,123,False
7.6,232.2,83.4,5,137,110,KS,0,no,no,1,132,False
6.0,159.3,254.4,5,92,120,DE,0,no,no,1,99,False
9.8,151.3,45.0,6,74,108,MO,0,no,no,2,61,False
10.2,192.8,147.2,4,91,119,MS,0,no,no,1,137,False
4.4,188.0,253.2,4,116,95,MA,0,no,no,1,56,False
13.1,202.7,146.3,3,95,133,MN,0,no,no,1,150,False
6.3,341.3,105.2,3,79,61,CO,40,no,yes,2,181,False
12.5,153.7,140.0,1,101,106,KS,0,no,no,2,123,False
11.0,143.1,204.7,4,105,108,ID,0,no,no,6,134,False
14.4,187.7,168.6,8,107,92,DC,0,no,no,2,147,False
15.1,239.7,187.3,2,90,118,HI,0,no,no,1,73,False
7.0,97.6,201.4,3,122,101,KS,0,no,no,0,67,False
7.0,149.1,141.2,2,90,132,WA,0,no,no,2,71,False
8.3,194.6,262.4,6,113,55,NC,0,no,no,2,155,False
10.2,153.6,188.9,2,116,105,MI,0,no,no,2,61,False
10.6,190.6,179.1,7,81,71,AZ,0,no,no,3,90,False
13.2,236.7,218.4,3,132,93,ME,32,yes,yes,0,62,True
10.4,167.3,148.7,7,105,105,NM,42,no,yes,0,118,False
10.8,80.8,84.2,2,103,134,NC,0,no,no,1,43,False
16.5,335.0,186.7,4,86,108,CT,21,no,yes,1,72,False
10.0,274.9,152.0,1,73,95,NV,44,no,yes,2,92,False
5.1,202.8,198.2,5,115,73,IL,0,no,no,1,48,False
11.2,196.8,173.2,5,106,91,AZ,0,no,no,3,140,False
8.7,271.8,170.1,4,94,113,TN,0,yes,no,1,94,False
7.9,209.9,108.6,5,126,108,MS,0,no,no,1,78,True
10.6,240.7,171.8,7,125,116,NY,28,no,yes,1,31,False
9.4,194.1,157.6,10,92,85,CA,0,no,no,5,79,True
12.7,236.7,170.8,1,93,145,CO,23,no,yes,1,131,False
5.7,123.5,207.8,9,112,109,OR,0,no,no,0,60,False
7.7,270.4,121.0,4,100,105,GA,28,no,yes,2,103,False
6.7,283.2,322.4,3,107,92,NH,32,no,yes,1,141,True
11.3,211.5,134.9,6,74,70,MT,0,no,no,1,119,False
11.1,208.8,265.6,6,102,86,NJ,0,no,no,2,24,True
10.6,132.2,264.0,8,75,108,NY,0,no,no,3,104,False
8.4,152.5,135.2,5,79,101,MO,0,no,no,2,15,False
9.8,204.9,184.1,3,70,106,DC,0,no,no,2,170,False
9.5,271.0,135.9,7,84,90,OR,31,no,yes,6,21,False
10.9,251.8,239.8,10,99,70,NM,0,no,no,1,93,False
13.3,133.9,123.0,4,119,158,WV,38,no,yes,1,86,False
5.1,152.8,177.3,2,105,129,ID,0,no,no,0,31,False
9.6,171.4,250.9,6,100,108,RI,0,no,no,2,176,False
9.3,211.7,90.5,2,75,142,MI,0,no,no,1,76,False
7.4,258.8,144.6,9,66,115,NY,0,no,no,2,117,False
13.6,277.0,222.7,4,89,133,ND,0,no,no,4,56,False
11.7,161.4,258.1,5,106,106,UT,0,no,no,1,50,False
7.1,219.5,58.8,3,107,104,ME,30,no,yes,0,100,False
14.1,203.7,185.0,3,129,120,TN,0,no,no,3,3,False
12.0,117.9,103.5,3,102,115,ID,0,no,no,4,78,True
14.3,275.6,225.9,3,105,86,KS,0,no,no,3,84,True
11.6,150.6,231.8,7,106,120,PA,0,no,no,3,91,False
11.3,267.5,152.3,5,102,90,OH,42,no,yes,7,93,False
9.6,269.5,247.7,7,108,77,NY,0,no,no,0,163,True
11.2,205.9,196.7,5,74,85,VT,0,no,no,3,46,False
12.3,227.1,152.2,5,91,119,WI,34,no,yes,1,63,False
10.2,207.9,141.6,11,130,95,WV,47,no,yes,0,92,False
6.9,283.3,147.7,5,83,94,LA,0,no,no,2,128,False
12.4,249.2,210.6,1,85,96,TX,0,no,no,2,106,True
8.4,195.7,234.7,8,110,102,KY,0,no,no,2,73,False
14.9,197.3,189.8,3,101,111,KS,0,no,no,2,88,False
12.3,253.4,186.8,6,51,89,WI,0,no,no,2,20,False
8.5,195.3,193.8,3,121,90,NJ,0,no,no,1,153,False
5.9,142.4,155.0,4,105,98,LA,37,no,yes,1,69,False
11.3,299.9,218.9,4,87,105,AL,0,no,no,2,109,False
11.6,200.2,170.4,4,71,103,MD,0,no,no,1,112,False
13.0,139.1,167.5,1,104,96,NM,0,no,no,1,90,False
10.4,241.9,108.0,3,152,79,NM,0,no,no,3,94,False
8.6,225.9,179.3,7,86,104,VT,29,no,yes,0,128,False
14.9,284.8,106.6,7,87,128,OH,0,no,no,1,96,False
12.1,305.5,58.9,6,90,125,MA,24,no,yes,0,126,False
5.0,208.9,152.6,10,85,97,WA,0,no,no,1,136,False
11.2,263.4,236.8,8,97,61,MT,26,no,yes,1,51,False
13.0,198.4,91.9,7,111,109,WV,0,no,no,2,21,False
5.4,317.8,332.9,9,97,67,NY,0,no,no,4,161,True
11.5,199.6,118.6,5,97,89,OR,0,no,no,1,101,False
10.6,215.7,178.7,2,79,56,AZ,0,no,no,4,163,False
9.1,173.1,216.6,3,98,101,WI,44,no,yes,1,91,False
11.8,187.2,238.1,4,98,65,AZ,0,no,no,4,95,False
13.7,156.3,201.9,5,75,93,MA,36,no,yes,0,132,False
14.5,249.9,84.7,8,86,118,TX,0,no,no,1,114,False
9.0,136.4,228.1,2,106,93,NH,0,no,no,1,152,False
13.1,195.7,207.8,4,110,92,SC,0,no,no,0,72,False
12.5,249.0,198.7,5,105,127,OK,27,no,yes,1,123,False
5.3,256.6,152.9,6,82,81,NY,0,no,no,2,78,False
7.1,75.9,240.8,3,106,102,OR,22,no,yes,2,87,False
9.7,289.4,143.4,6,50,130,NY,0,no,no,2,11,False
9.1,198.3,157.6,4,87,92,GA,0,no,no,1,73,False
11.9,162.5,240.3,3,83,130,WV,0,no,no,0,73,False
11.5,187.4,256.0,4,61,111,MD,0,no,no,3,160,False
9.7,86.8,107.2,4,122,98,CT,0,yes,no,1,100,False
11.2,154.0,237.3,6,65,83,WI,0,no,no,1,95,False
13.4,213.6,182.1,9,65,66,NC,18,no,yes,2,104,False
8.0,217.5,207.7,5,117,109,IN,0,no,no,1,65,False
9.4,188.8,223.5,2,74,81,SD,32,yes,yes,2,128,True
14.6,224.9,206.6,3,117,105,PA,0,no,no,0,101,False
12.4,120.0,137.4,2,94,126,RI,0,no,no,3,116,False
3.6,195.3,215.6,5,119,78,CO,0,no,no,1,108,False
12.7,276.2,90.4,2,77,108,WA,0,no,no,1,46,False
9.8,204.2,154.1,4,112,104,ME,0,no,no,2,39,False
3.6,188.2,216.0,7,117,73,MD,0,yes,no,2,85,False
7.7,240.4,120.3,3,84,108,OR,0,no,no,4,140,True
9.0,154.7,201.9,2,78,101,MD,0,no,no,1,176,False
11.0,260.3,155.7,1,103,110,NJ,0,no,no,1,45,False
10.0,230.2,131.5,3,111,98,VA,24,no,yes,2,11,False
13.5,193.4,215.6,3,127,96,KY,0,no,no,1,113,False
6.6,192.3,185.8,4,83,119,AR,0,no,no,1,87,False
10.0,282.2,124.8,4,98,82,AR,0,no,no,2,34,False
7.3,226.7,203.4,4,117,146,NV,0,no,no,1,90,False
11.1,225.3,208.8,5,100,120,WA,0,no,no,0,137,False
11.0,208.4,130.5,5,94,114,FL,45,no,yes,4,55,True
15.3,212.2,143.0,4,102,101,NY,33,no,yes,5,77,True
8.7,136.1,205.7,3,107,98,UT,20,no,yes,2,117,False
10.0,143.4,139.4,5,108,96,NH,0,no,no,2,174,False
7.8,168.0,141.3,2,108,94,AL,28,no,yes,1,47,False
11.8,145.3,113.9,9,146,102,FL,15,no,yes,1,159,False
6.0,158.0,142.3,11,113,79,VA,0,no,no,2,136,False
10.9,167.7,206.9,4,105,134,AR,0,yes,no,0,89,False
11.1,212.5,162.3,8,95,99,NE,0,no,no,4,105,False
4.5,266.3,216.3,3,77,96,IN,0,no,no,0,86,False
12.2,201.1,117.3,3,61,114,GA,0,no,no,1,75,False
10.1,207.9,158.0,10,100,94,AZ,0,no,no,0,102,False
12.9,123.5,106.1,3,100,77,DC,0,yes,no,0,55,False
13.1,123.9,124.2,8,115,102,HI,0,no,no,2,35,False
10.7,138.6,89.7,2,73,87,WI,12,no,yes,1,84,False
12.6,190.3,114.3,7,103,102,SD,23,no,yes,3,126,False
15.2,167.3,177.9,8,84,83,KS,0,no,no,0,79,False
7.3,267.1,203.8,5,48,118,MI,25,no,yes,0,127,False
8.3,170.5,183.5,5,80,93,IN,0,no,no,3,88,False
8.9,322.2,158.1,6,81,104,MN,29,no,yes,1,65,False
12.7,154.2,193.7,3,79,83,KY,0,no,no,1,90,False
10.4,186.2,97.2,6,90,80,NV,0,no,no,2,64,False
7.1,153.1,171.5,3,127,98,SD,35,no,yes,0,20,False
11.3,220.9,261.3,2,101,96,MN,27,no,yes,1,96,False
10.5,288.0,287.3,4,114,123,MO,0,no,no,0,179,True
10.1,131.1,148.6,1,97,91,CO,32,no,yes,1,141,False
8.0,235.2,214.4,13,100,78,AL,28,no,yes,3,49,False
8.8,186.6,274.9,2,118,102,NC,47,no,yes,1,172,False
11.4,209.2,68.7,4,69,95,AL,35,no,yes,1,121,False
6.1,162.1,170.6,1,111,97,HI,0,no,no,1,104,False
9.5,166.6,289.5,4,111,52,OK,23,no,yes,1,118,False
13.2,199.2,175.2,6,73,68,NE,31,no,yes,1,67,False
11.3,214.7,217.8,7,95,93,CO,0,no,no,0,86,False
12.5,225.9,224.6,8,120,94,ND,0,no,no,2,118,False
13.3,220.9,136.2,7,110,92,VT,0,no,no,3,101,False
10.3,181.2,214.2,2,88,61,WI,13,no,yes,0,63,False
12.4,138.9,215.1,2,102,91,MN,22,no,yes,2,163,False
11.5,278.6,34.0,3,61,133,NE,0,no,no,0,66,False
11.8,214.7,199.2,7,114,122,FL,0,yes,no,1,136,False
9.1,215.3,160.0,4,98,133,RI,0,no,no,0,95,False
11.3,247.8,133.3,5,126,94,MI,0,no,no,5,116,True
9.6,183.4,142.1,4,129,124,FL,24,no,yes,1,115,False
10.6,157.6,169.5,7,94,96,MD,0,no,no,0,84,False
7.1,201.2,200.3,1,102,96,TX,0,no,no,4,82,False
9.5,186.8,219.7,2,94,137,IN,33,no,yes,2,101,False
9.1,192.4,237.6,9,107,79,ME,0,no,no,0,149,False
10.3,221.4,154.4,5,142,109,MS,34,no,yes,0,114,False
8.9,267.1,148.4,4,90,110,MS,0,no,no,0,70,False
10.1,196.7,154.2,9,85,78,MA,0,no,no,1,57,False
5.3,151.7,175.2,3,79,74,AK,0,no,no,1,1,False
15.0,143.4,254.8,7,80,85,DE,0,no,no,2,73,False
13.9,223.2,189.1,3,92,122,NC,0,yes,no,2,80,True
7.9,201.6,279.3,2,87,104,NV,0,no,no,2,148,True
8.8,234.9,213.6,3,121,110,ME,0,no,no,2,79,False
9.5,265.3,236.8,2,101,141,IL,0,yes,no,1,78,True
13.0,224.6,206.1,1,115,49,CT,0,no,no,1,94,False
15.2,176.5,196.2,1,86,129,CA,0,yes,no,0,138,True
8.0,211.6,186.1,4,100,96,IL,0,no,no,0,76,False
13.3,184.6,211.5,4,88,100,DE,0,no,no,2,85,False
9.7,152.5,203.2,3,99,81,DC,0,no,no,2,139,False
9.2,229.2,253.7,5,109,84,KY,27,no,yes,7,122,False
8.2,176.1,142.5,3,107,109,NH,0,no,no,2,95,False
9.8,174.8,239.9,2,106,84,AZ,0,no,no,0,117,False
7.1,183.6,209.7,3,63,73,AR,23,no,yes,2,77,False
8.9,261.6,239.9,4,88,120,CA,0,no,no,2,37,True
6.2,231.8,274.0,1,82,92,MD,0,no,no,0,147,True
8.5,225.1,146.4,2,80,81,NM,0,no,no,1,105,False
8.0,219.4,230.6,2,99,121,CT,34,no,yes,0,199,False
9.5,236.7,221.1,1,65,101,ME,0,no,no,0,57,False
13.4,200.3,203.5,6,72,82,TX,31,yes,yes,1,139,True
11.9,209.4,183.2,6,111,103,TX,39,no,yes,1,71,False
10.9,169.3,87.2,5,110,92,UT,36,no,yes,6,103,True
14.5,219.4,148.5,7,125,126,VA,0,yes,no,1,68,True
6.4,242.2,220.9,5,108,129,RI,0,no,no,0,158,False
8.9,190.8,69.4,5,109,79,AR,0,no,no,0,95,False
9.2,200.9,214.1,6,111,62,OH,46,no,yes,0,75,False
10.1,169.2,214.1,3,115,108,LA,39,no,yes,1,9,False
10.9,143.4,73.8,3,114,105,KY,0,no,no,2,108,False
12.4,200.6,215.6,6,81,113,PA,0,no,no,1,141,False
8.9,256.3,186.9,2,91,114,NH,20,no,yes,1,105,False
7.4,239.8,149.6,4,124,96,CT,23,no,yes,2,146,False
11.1,208.0,218.9,4,85,88,HI,0,yes,no,0,148,False
11.0,230.5,172.4,5,100,132,WY,0,no,no,0,62,False
13.1,148.7,193.6,1,115,58,OH,0,no,no,2,109,False
6.8,221.2,133.1,3,82,114,AR,29,no,yes,1,59,False
15.3,227.2,194.1,4,54,62,OH,0,no,no,1,94,False
11.7,142.7,255.8,3,111,125,PA,0,yes,no,0,92,False
11.4,114.3,146.9,5,111,94,MO,0,no,no,3,107,False
8.4,251.3,263.8,2,116,66,OR,0,no,no,5,135,True
5.8,173.1,143.7,6,108,55,AK,0,no,no,1,76,False
12.3,276.8,226.4,4,60,101,IN,0,no,no,3,115,True
8.1,123.9,141.4,3,76,80,NY,0,yes,no,2,15,False
10.5,140.4,107.9,2,94,90,MD,38,no,yes,0,83,False
12.4,203.4,130.9,4,110,115,WA,41,no,yes,1,75,False
12.3,237.7,211.2,2,93,80,NE,0,no,no,0,63,False
10.9,273.0,143.7,3,82,117,TX,0,yes,no,0,97,False
13.2,278.3,118.9,10,65,128,NJ,0,no,no,2,151,False
8.0,200.2,172.0,5,64,111,UT,43,no,yes,1,48,False
11.8,220.4,270.8,8,110,96,ID,33,no,yes,4,122,False
6.1,123.5,183.8,2,92,111,IL,0,no,no,1,134,False
7.2,133.2,300.4,5,103,94,IN,0,no,no,2,48,False
8.8,176.6,174.6,5,114,76,MS,24,no,yes,2,136,False
11.8,115.2,158.1,7,149,117,KS,0,no,no,0,57,False
10.1,132.8,228.6,2,123,117,NJ,0,no,no,9,53,True
8.9,225.2,266.1,8,79,91,WA,0,no,no,3,177,True
10.0,194.8,151.1,3,79,90,PA,28,no,yes,1,92,False
7.9,214.5,256.4,1,105,44,OR,0,no,no,3,99,True
10.7,312.5,211.2,2,98,117,OR,28,yes,yes,3,138,True
5.9,129.4,241.9,3,121,101,LA,0,no,no,1,43,False
11.1,204.6,133.4,7,71,102,NY,0,no,no,1,119,False
16.4,177.0,192.8,5,83,103,OR,36,no,yes,1,129,False
9.8,215.6,165.7,6,94,78,SD,20,no,yes,0,95,False
9.2,175.9,237.4,3,93,105,MN,40,no,yes,3,142,False
9.6,228.4,147.9,9,117,109,RI,0,no,no,3,115,False
8.7,282.9,239.7,3,110,47,DE,0,no,no,2,113,True
14.3,256.1,191.9,6,110,91,AL,0,yes,no,1,55,True
12.3,262.0,184.7,6,73,60,CO,0,no,no,2,92,True
9.9,208.6,72.7,3,117,75,GA,0,no,no,1,27,False
12.3,252.7,211.2,3,122,70,CO,0,no,no,0,71,False
7.5,198.0,281.1,3,103,88,AZ,45,yes,yes,0,92,False
12.3,224.2,174.5,10,92,104,VA,31,yes,yes,2,114,False
12.5,221.2,168.3,1,73,110,SC,0,no,no,1,78,False
13.5,184.8,257.3,7,115,84,DC,0,no,no,0,101,False
9.5,166.5,110.3,5,93,107,SC,0,no,no,0,22,False
16.1,190.4,197.0,8,68,88,VA,0,no,no,0,95,False
11.0,182.4,110.3,8,108,71,HI,30,no,yes,2,98,False
13.0,174.0,172.3,4,108,97,MT,0,no,no,2,143,False
8.1,196.2,164.2,1,153,116,OK,0,no,no,1,46,False
8.3,80.6,138.3,8,79,96,NE,25,no,yes,0,139,False
9.7,252.8,183.2,3,125,95,MA,17,no,yes,0,112,False
7.6,144.3,126.0,3,80,96,CT,0,no,no,1,212,False
11.5,213.7,173.4,4,74,100,NH,0,no,no,1,161,False
9.1,289.2,236.1,4,110,107,GA,39,no,yes,2,125,False
11.4,197.7,236.9,7,113,93,NJ,0,no,no,2,85,True
11.0,277.4,205.9,2,117,97,WA,0,yes,no,0,60,True
8.4,228.4,119.2,9,139,142,TN,0,no,no,2,106,False
6.6,180.6,196.6,5,95,89,CT,27,no,yes,1,129,False
5.9,137.3,207.3,3,120,95,FL,41,no,yes,1,41,False
10.5,183.6,152.8,2,102,145,DC,0,no,no,1,70,False
8.5,213.0,185.1,5,85,92,MN,0,no,no,2,157,False
14.0,145.7,171.2,6,109,88,TX,40,no,yes,1,128,False
12.9,286.7,186.2,3,76,117,ID,30,no,yes,2,67,False
9.8,188.5,158.8,4,132,53,CO,0,no,no,2,65,False
11.4,211.0,216.9,5,115,78,GA,0,no,no,3,64,False
9.7,223.0,230.9,2,78,93,NJ,0,no,no,3,74,False
9.8,198.5,165.3,3,106,120,VA,0,no,no,1,74,False
12.9,189.7,119.7,7,84,113,TX,0,no,no,2,53,False
7.8,230.7,143.3,2,111,120,LA,0,no,no,4,124,True
13.8,226.7,144.2,4,137,91,TX,0,no,no,3,97,False
12.9,249.4,194.2,1,105,106,UT,0,yes,no,1,161,True
10.3,214.1,129.2,4,68,71,AL,0,no,no,5,89,True
13.7,118.8,122.3,3,94,83,NY,0,yes,no,3,131,True
10.3,134.9,205.4,2,77,101,VA,0,no,no,3,146,False
12.2,212.1,162.1,5,94,91,NH,0,no,no,1,133,False
10.4,214.1,229.4,6,99,107,RI,0,no,no,4,111,False
10.5,249.5,198.4,5,104,121,WV,0,yes,no,1,117,False
13.4,204.9,189.5,3,100,113,IN,0,no,no,1,87,False
5.6,172.2,159.9,4,99,100,ND,0,no,no,1,62,False
14.4,177.6,92.6,4,92,85,FL,0,no,no,3,113,False
13.9,226.1,242.2,5,80,102,WY,0,yes,no,2,127,True
6.1,250.7,139.0,3,108,99,HI,0,no,no,4,3,False
3.7,236.2,123.8,2,77,113,SC,0,no,no,0,1,False
11.4,240.6,193.4,3,131,112,FL,17,no,yes,5,116,False
11.9,184.3,157.6,1,58,117,AR,0,no,no,0,36,False
11.5,202.5,159.1,6,90,100,WV,0,no,no,2,129,False
13.1,262.6,115.4,5,68,90,KS,0,no,no,2,87,False
12.6,249.7,165.0,8,86,132,UT,0,no,no,1,139,False
10.7,180.2,174.5,2,103,98,SD,0,no,no,2,64,False
7.7,244.9,161.0,6,82,96,TN,0,yes,no,1,3,False
9.1,242.8,152.8,2,67,110,ME,25,no,yes,1,36,False
15.7,224.9,139.0,5,64,96,NV,0,no,no,2,180,False
8.8,274.5,128.2,7,113,138,WA,35,yes,yes,2,166,False
9.6,165.1,136.2,5,118,114,AR,0,no,no,0,94,False
11.8,216.2,215.6,1,85,115,SD,0,no,no,3,88,False
11.8,203.4,345.3,8,106,81,OH,0,yes,no,1,115,True
12.3,164.9,148.1,2,101,73,NV,0,no,no,5,64,True
13.1,211.1,273.2,7,82,85,MT,0,no,no,2,102,True
10.2,123.6,194.3,2,133,99,WI,0,no,no,2,143,False
11.6,257.9,215.9,4,92,90,VT,25,no,yes,1,100,False
10.4,159.5,95.9,3,131,117,WY,28,yes,yes,1,127,False
8.2,185.5,154.0,4,91,80,AL,32,no,yes,3,146,False
9.9,192.2,145.8,2,89,108,UT,26,no,yes,1,96,False
10.3,253.6,92.0,10,77,117,AZ,0,no,no,1,136,False
8.3,171.3,174.3,2,107,105,GA,0,no,no,0,160,False
7.8,210.4,164.9,4,86,68,UT,0,no,no,2,93,False
4.6,231.8,119.7,2,96,148,NM,0,no,no,2,55,False
9.7,138.9,160.2,2,70,104,CT,0,no,no,0,103,False
7.4,247.8,308.0,3,128,123,AL,28,no,yes,1,141,False
10.4,202.2,280.0,4,90,113,CA,0,no,no,0,84,True
8.3,224.4,206.9,2,86,115,MD,0,no,no,3,123,False
12.5,200.0,147.1,9,135,105,MS,0,no,no,3,70,False
8.6,198.4,207.3,4,82,115,NC,0,no,no,1,149,False
15.6,236.2,166.5,2,98,111,MS,0,no,no,1,115,False
6.7,209.3,164.9,9,105,110,MN,25,no,yes,1,24,False
18.2,200.9,191.9,3,101,95,IL,0,no,no,1,100,False
12.5,205.5,153.6,10,88,92,CO,0,no,no,1,59,False
13.7,247.0,157.6,2,96,129,VA,23,no,yes,0,139,False
8.9,204.2,161.2,4,79,109,KS,37,no,yes,1,124,False
14.1,203.9,128.8,4,105,86,MN,0,no,no,2,99,False
7.4,184.3,202.0,2,78,123,CT,0,yes,no,2,120,True
8.5,146.5,178.1,2,86,109,OR,0,no,no,1,161,False
11.5,176.0,194.4,3,84,104,NC,31,no,yes,0,73,False
11.0,294.3,145.0,2,93,103,PA,0,yes,no,4,97,True
11.7,124.7,71.2,3,105,58,ME,31,no,yes,0,193,False
14.8,245.4,264.8,2,112,124,MA,0,no,no,1,88,True
9.4,131.0,214.8,3,114,87,WV,0,no,no,3,70,False
12.8,208.0,180.3,6,68,67,NH,0,no,no,2,60,False
8.5,130.7,181.5,4,112,129,IL,0,no,no,1,84,False
14.3,165.9,137.2,4,119,111,MO,0,no,no,1,56,False
